,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
10,10.0,2018.0,Air Force,Mountain West,11,PUNT,"{'minutes': 2, 'seconds': 5}",3,"{'minutes': 4, 'seconds': 44}",30,70,401013373,40101337311,Army,FBS Independents,3,False,3,"{'minutes': 6, 'seconds': 49}",31,69,-1
12,10.0,2018.0,Air Force,Mountain West,13,FG,"{'minutes': 7, 'seconds': 19}",4,"{'minutes': 8, 'seconds': 35}",87,13,401013373,40101337313,Army,FBS Independents,13,True,3,"{'seconds': 54, 'minutes': 0}",25,75,62
14,10.0,2018.0,Air Force,Mountain West,15,PUNT,"{'minutes': 2, 'seconds': 17}",4,"{'minutes': 3, 'seconds': 2}",32,68,401013373,40101337315,Army,FBS Independents,5,False,4,"{'minutes': 5, 'seconds': 19}",20,80,12
16,10.0,2018.0,Air Force,Mountain West,17,END OF GAME,"{'minutes': 1, 'seconds': 10}",4,"{'minutes': 0, 'seconds': 0}",50,50,401013373,40101337317,Army,FBS Independents,4,False,4,"{'minutes': 1, 'seconds': 10}",40,60,10
0,11.0,2018.0,Lafayette,,1,FG,"{'minutes': 10, 'seconds': 19}",1,"{'minutes': 4, 'seconds': 41}",92,8,401013374,4010133741,Army,FBS Independents,16,True,1,"{'minutes': 15, 'seconds': 0}",25,75,67
3,11.0,2018.0,Lafayette,,4,TD,"{'minutes': 4, 'seconds': 56}",2,"{'minutes': 12, 'seconds': 19}",100,0,401013374,4010133745,Army,FBS Independents,10,True,1,"{'minutes': 2, 'seconds': 22}",25,75,75
5,11.0,2018.0,Lafayette,,6,TD,"{'minutes': 6, 'seconds': 41}",2,"{'seconds': 35, 'minutes': 0}",100,0,401013374,4010133747,Army,FBS Independents,12,True,2,"{'minutes': 7, 'seconds': 16}",6,94,94
8,11.0,2018.0,Lafayette,,9,TD,"{'seconds': 10, 'minutes': 0}",3,"{'minutes': 9, 'seconds': 22}",100,0,401013374,40101337410,Army,FBS Independents,1,True,3,"{'minutes': 9, 'seconds': 32}",99,1,1
10,11.0,2018.0,Lafayette,,11,TD,"{'minutes': 6, 'seconds': 27}",3,"{'minutes': 1, 'seconds': 47}",100,0,401013374,40101337412,Army,FBS Independents,11,True,3,"{'minutes': 8, 'seconds': 14}",23,77,77
12,11.0,2018.0,Lafayette,,13,END OF GAME,"{'minutes': 9, 'seconds': 33}",4,"{'minutes': 0, 'seconds': 0}",94,6,401013374,40101337414,Army,FBS Independents,14,False,4,"{'minutes': 9, 'seconds': 33}",35,65,59
1,12.0,2018.0,Colgate,,2,TD,"{'minutes': 4, 'seconds': 44}",1,"{'minutes': 8, 'seconds': 9}",100,0,401013375,4010133752,Army,FBS Independents,8,True,1,"{'minutes': 12, 'seconds': 53}",49,51,51
3,12.0,2018.0,Colgate,,4,TD,"{'minutes': 9, 'seconds': 27}",2,"{'minutes': 8, 'seconds': 5}",100,0,401013375,4010133754,Army,FBS Independents,16,True,1,"{'minutes': 2, 'seconds': 32}",24,76,76
5,12.0,2018.0,Colgate,,6,PUNT,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 2, 'seconds': 43}",30,70,401013375,4010133756,Army,FBS Independents,4,False,2,"{'minutes': 4, 'seconds': 20}",32,68,-2
7,12.0,2018.0,Colgate,,8,END OF HALF,"{'seconds': 42, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",30,70,401013375,4010133758,Army,FBS Independents,2,False,2,"{'seconds': 42, 'minutes': 0}",27,73,8
8,12.0,2018.0,Colgate,,9,PUNT,"{'minutes': 15, 'seconds': 0}",3,"{'minutes': 0, 'seconds': 0}",39,61,401013375,4010133759,Army,FBS Independents,5,False,3,"{'minutes': 15, 'seconds': 0}",25,75,14
10,12.0,2018.0,Colgate,,11,FUMBLE TD,"{'minutes': 3, 'seconds': 28}",3,"{'minutes': 5, 'seconds': 52}",35,65,401013375,40101337511,Army,FBS Independents,6,True,3,"{'minutes': 9, 'seconds': 20}",29,71,6
11,12.0,2018.0,Colgate,,12,TD,"{'minutes': 5, 'seconds': 45}",4,"{'minutes': 14, 'seconds': 50}",100,0,401013375,40101337513,Army,FBS Independents,11,True,3,"{'minutes': 5, 'seconds': 43}",37,63,63
13,12.0,2018.0,Colgate,,14,TD,"{'minutes': 7, 'seconds': 20}",4,"{'minutes': 2, 'seconds': 6}",100,0,401013375,40101337515,Army,FBS Independents,13,True,4,"{'minutes': 9, 'seconds': 26}",25,75,75
0,15.0,2018.0,Navy,American Athletic,1,TD,"{'minutes': 2, 'seconds': 26}",1,"{'minutes': 12, 'seconds': 34}",100,0,401013376,4010133761,Army,FBS Independents,5,True,1,"{'minutes': 15, 'seconds': 0}",18,82,82
2,15.0,2018.0,Navy,American Athletic,3,PUNT,"{'minutes': 2, 'seconds': 3}",1,"{'minutes': 7, 'seconds': 21}",29,71,401013376,4010133763,Army,FBS Independents,3,False,1,"{'minutes': 9, 'seconds': 24}",23,77,6
4,15.0,2018.0,Navy,American Athletic,5,MISSED FG,"{'minutes': 7, 'seconds': 25}",2,"{'minutes': 11, 'seconds': 53}",84,16,401013376,4010133765,Army,FBS Independents,14,False,1,"{'minutes': 4, 'seconds': 18}",33,67,51
6,15.0,2018.0,Navy,American Athletic,7,PUNT,"{'minutes': 1, 'seconds': 47}",2,"{'minutes': 7, 'seconds': 55}",38,62,401013376,4010133767,Army,FBS Independents,3,False,2,"{'minutes': 9, 'seconds': 42}",31,69,7
8,15.0,2018.0,Navy,American Athletic,9,DOWNS,"{'minutes': 4, 'seconds': 7}",2,"{'seconds': 45, 'minutes': 0}",69,31,401013376,4010133769,Army,FBS Independents,7,False,2,"{'minutes': 4, 'seconds': 52}",35,65,34
11,15.0,2018.0,Navy,American Athletic,12,FG,"{'minutes': 8, 'seconds': 19}",3,"{'minutes': 4, 'seconds': 33}",84,16,401013376,40101337612,Army,FBS Independents,14,True,3,"{'minutes': 12, 'seconds': 52}",20,80,64
13,15.0,2018.0,Navy,American Athletic,14,DOWNS,"{'minutes': 1, 'seconds': 42}",4,"{'minutes': 14, 'seconds': 55}",57,43,401013376,40101337614,Army,FBS Independents,4,False,3,"{'minutes': 1, 'seconds': 37}",49,51,9
15,15.0,2018.0,Navy,American Athletic,16,PUNT,"{'minutes': 2, 'seconds': 5}",4,"{'minutes': 9, 'seconds': 2}",12,88,401013376,40101337616,Army,FBS Independents,3,False,4,"{'minutes': 11, 'seconds': 7}",3,97,9
17,15.0,2018.0,Navy,American Athletic,18,PUNT,"{'minutes': 2, 'seconds': 24}",4,"{'minutes': 4, 'seconds': 46}",37,63,401013376,40101337618,Army,FBS Independents,3,False,4,"{'minutes': 7, 'seconds': 10}",37,63,0
19,15.0,2018.0,Navy,American Athletic,20,TD,"{'minutes': 1, 'seconds': 34}",4,"{'minutes': 1, 'seconds': 28}",100,0,401013376,40101337620,Army,FBS Independents,4,True,4,"{'minutes': 3, 'seconds': 2}",78,22,22
21,15.0,2018.0,Navy,American Athletic,22,Uncategorized,"{'seconds': 29, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",56,44,401013376,40101337622,Army,FBS Independents,1,False,4,"{'seconds': 29, 'minutes': 0}",57,43,-1
1,1.0,2019.0,Rice,Conference USA,2,DOWNS,"{'minutes': 2, 'seconds': 0}",1,"{'minutes': 9, 'seconds': 57}",15,85,401114238,4011142382,Army,FBS Independents,4,False,1,"{'minutes': 11, 'seconds': 57}",6,94,9
3,1.0,2019.0,Rice,Conference USA,4,PUNT,"{'minutes': 2, 'seconds': 24}",1,"{'minutes': 5, 'seconds': 21}",27,73,401114238,4011142384,Army,FBS Independents,4,False,1,"{'minutes': 7, 'seconds': 45}",20,80,7
5,1.0,2019.0,Rice,Conference USA,6,TD,"{'minutes': 9, 'seconds': 48}",2,"{'minutes': 8, 'seconds': 50}",100,0,401114238,4011142386,Army,FBS Independents,16,True,1,"{'minutes': 3, 'seconds': 38}",5,95,95
7,1.0,2019.0,Rice,Conference USA,8,PUNT,"{'minutes': 3, 'seconds': 0}",2,"{'minutes': 3, 'seconds': 23}",28,72,401114238,4011142388,Army,FBS Independents,5,False,2,"{'minutes': 6, 'seconds': 23}",18,82,10
9,1.0,2019.0,Rice,Conference USA,10,END OF HALF,"{'seconds': 29, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",30,70,401114238,40111423810,Army,FBS Independents,1,False,2,"{'seconds': 29, 'minutes': 0}",26,74,4
10,1.0,2019.0,Rice,Conference USA,11,PUNT,"{'minutes': 2, 'seconds': 48}",3,"{'minutes': 12, 'seconds': 12}",54,46,401114238,40111423811,Army,FBS Independents,5,False,3,"{'minutes': 15, 'seconds': 0}",25,75,29
12,1.0,2019.0,Rice,Conference USA,13,FUMBLE,"{'minutes': 2, 'seconds': 18}",3,"{'minutes': 5, 'seconds': 40}",62,38,401114238,40111423813,Army,FBS Independents,6,False,3,"{'minutes': 7, 'seconds': 58}",27,73,35
14,1.0,2019.0,Rice,Conference USA,15,PUNT,"{'minutes': 1, 'seconds': 42}",3,"{'minutes': 1, 'seconds': 1}",4,96,401114238,40111423815,Army,FBS Independents,3,False,3,"{'minutes': 2, 'seconds': 43}",2,98,2
16,1.0,2019.0,Rice,Conference USA,17,TD,"{'minutes': 9, 'seconds': 21}",4,"{'minutes': 3, 'seconds': 58}",100,0,401114238,40111423817,Army,FBS Independents,18,True,4,"{'minutes': 13, 'seconds': 19}",4,96,96
18,1.0,2019.0,Rice,Conference USA,19,END OF GAME,"{'seconds': 54, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",23,77,401114238,40111423819,Army,FBS Independents,2,False,4,"{'seconds': 54, 'minutes': 0}",26,74,-3
0,2.0,2019.0,Michigan,Big Ten,1,PUNT,"{'minutes': 2, 'seconds': 6}",1,"{'minutes': 12, 'seconds': 54}",69,69,401112223,4011122236,Army,FBS Independents,3,False,1,"{'minutes': 15, 'seconds': 0}",75,75,6
2,2.0,2019.0,Michigan,Big Ten,3,TD,"{'minutes': 5, 'seconds': 12}",1,"{'minutes': 5, 'seconds': 1}",0,0,401112223,40111222310,Army,FBS Independents,10,True,1,"{'minutes': 10, 'seconds': 13}",60,60,60
4,2.0,2019.0,Michigan,Big Ten,5,FUMBLE,"{'seconds': 8, 'minutes': 0}",1,"{'seconds': 16, 'minutes': 0}",79,79,401112223,40111222314,Army,FBS Independents,1,False,1,"{'seconds': 24, 'minutes': 0}",75,75,-4
6,2.0,2019.0,Michigan,Big Ten,7,PUNT,"{'minutes': 3, 'seconds': 8}",2,"{'minutes': 12, 'seconds': 2}",70,70,401112223,40111222318,Army,FBS Independents,6,False,1,"{'seconds': 10, 'minutes': 0}",72,72,2
8,2.0,2019.0,Michigan,Big Ten,9,TD,"{'minutes': 6, 'seconds': 46}",2,"{'minutes': 2, 'seconds': 51}",0,0,401112223,40111222322,Army,FBS Independents,11,True,2,"{'minutes': 9, 'seconds': 37}",40,40,40
10,2.0,2019.0,Michigan,Big Ten,11,END OF HALF,"{'minutes': 0, 'seconds': 0}",2,"{'minutes': 0, 'seconds': 0}",63,63,401112223,40111222326,Army,FBS Independents,0,False,2,"{'minutes': 0, 'seconds': 0}",63,63,0
12,2.0,2019.0,Michigan,Big Ten,13,INT,"{'minutes': 5, 'seconds': 38}",3,"{'minutes': 7, 'seconds': 43}",5,5,401112223,40111222330,Army,FBS Independents,10,False,3,"{'minutes': 13, 'seconds': 21}",65,65,60
14,2.0,2019.0,Michigan,Big Ten,15,PUNT,"{'minutes': 2, 'seconds': 35}",4,"{'minutes': 14, 'seconds': 49}",68,68,401112223,40111222334,Army,FBS Independents,3,False,3,"{'minutes': 2, 'seconds': 24}",75,75,7
16,2.0,2019.0,Michigan,Big Ten,17,PUNT,"{'minutes': 3, 'seconds': 30}",4,"{'minutes': 6, 'seconds': 28}",59,59,401112223,40111222338,Army,FBS Independents,5,False,4,"{'minutes': 9, 'seconds': 58}",77,77,18
18,2.0,2019.0,Michigan,Big Ten,19,MISSED FG,"{'minutes': 2, 'seconds': 32}",4,"{'minutes': 0, 'seconds': 0}",33,33,401112223,40111222342,Army,FBS Independents,10,False,4,"{'minutes': 2, 'seconds': 32}",58,58,25
20,2.0,2019.0,Michigan,Big Ten,21,TD,"{'minutes': 0, 'seconds': 0}",5,"{'minutes': 0, 'seconds': 0}",0,0,401112223,40111222346,Army,FBS Independents,5,True,5,"{'minutes': 0, 'seconds': 0}",25,25,25
24,2.0,2019.0,Michigan,Big Ten,25,FUMBLE,"{'minutes': 0, 'seconds': 0}",6,"{'minutes': 0, 'seconds': 0}",36,36,401112223,40111222350,Army,FBS Independents,3,False,6,"{'minutes': 0, 'seconds': 0}",25,25,-11
0,3.0,2019.0,UT San Antonio,Conference USA,1,TD,"{'seconds': 53, 'minutes': 0}",1,"{'minutes': 14, 'seconds': 7}",0,0,401114261,4011142611,Army,FBS Independents,3,True,1,"{'minutes': 15, 'seconds': 0}",75,75,75
2,3.0,2019.0,UT San Antonio,Conference USA,3,FG,"{'minutes': 2, 'seconds': 33}",1,"{'minutes': 10, 'seconds': 41}",23,23,401114261,4011142613,Army,FBS Independents,5,True,1,"{'minutes': 13, 'seconds': 14}",39,39,16
4,3.0,2019.0,UT San Antonio,Conference USA,5,FUMBLE,"{'minutes': 4, 'seconds': 34}",1,"{'minutes': 3, 'seconds': 12}",9,9,401114261,4011142615,Army,FBS Independents,9,False,1,"{'minutes': 7, 'seconds': 46}",60,60,51
6,3.0,2019.0,UT San Antonio,Conference USA,7,PUNT,"{'minutes': 5, 'seconds': 11}",2,"{'minutes': 8, 'seconds': 55}",51,51,401114261,4011142617,Army,FBS Independents,8,False,2,"{'minutes': 14, 'seconds': 6}",75,75,24
8,3.0,2019.0,UT San Antonio,Conference USA,9,PUNT,"{'minutes': 2, 'seconds': 3}",2,"{'minutes': 4, 'seconds': 50}",75,75,401114261,4011142619,Army,FBS Independents,3,False,2,"{'minutes': 6, 'seconds': 53}",80,80,5
10,3.0,2019.0,UT San Antonio,Conference USA,11,FUMBLE,"{'seconds': 35, 'minutes': 0}",2,"{'minutes': 2, 'seconds': 14}",77,77,401114261,40111426111,Army,FBS Independents,2,False,2,"{'minutes': 2, 'seconds': 49}",69,69,-8
12,3.0,2019.0,UT San Antonio,Conference USA,13,END OF HALF,"{'seconds': 13, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",77,77,401114261,40111426113,Army,FBS Independents,1,False,2,"{'seconds': 13, 'minutes': 0}",75,75,-2
14,3.0,2019.0,UT San Antonio,Conference USA,15,PUNT,"{'minutes': 2, 'seconds': 22}",3,"{'minutes': 5, 'seconds': 40}",64,64,401114261,40111426115,Army,FBS Independents,4,False,3,"{'minutes': 8, 'seconds': 2}",75,75,11
16,3.0,2019.0,UT San Antonio,Conference USA,17,TD,"{'seconds': 11, 'minutes': 0}",3,"{'minutes': 2, 'seconds': 23}",0,0,401114261,40111426117,Army,FBS Independents,1,True,3,"{'minutes': 2, 'seconds': 34}",41,41,41
18,3.0,2019.0,UT San Antonio,Conference USA,19,TD,"{'minutes': 4, 'seconds': 31}",4,"{'minutes': 10, 'seconds': 43}",0,0,401114261,40111426119,Army,FBS Independents,9,True,3,"{'seconds': 14, 'minutes': 0}",70,70,70
20,3.0,2019.0,UT San Antonio,Conference USA,21,TD,"{'minutes': 7, 'seconds': 27}",4,"{'minutes': 1, 'seconds': 23}",0,0,401114261,40111426121,Army,FBS Independents,13,True,4,"{'minutes': 8, 'seconds': 50}",70,70,70
2,4.0,2019.0,Morgan State,,3,TD,"{'minutes': 4, 'seconds': 58}",1,"{'minutes': 6, 'seconds': 50}",100,0,401114327,4011143274,Army,FBS Independents,9,True,1,"{'minutes': 11, 'seconds': 48}",23,77,77
4,4.0,2019.0,Morgan State,,5,FUMBLE,"{'minutes': 1, 'seconds': 50}",1,"{'minutes': 3, 'seconds': 37}",29,71,401114327,4011143276,Army,FBS Independents,3,False,1,"{'minutes': 5, 'seconds': 27}",28,72,1
6,4.0,2019.0,Morgan State,,7,TD,"{'minutes': 3, 'seconds': 28}",2,"{'minutes': 14, 'seconds': 54}",100,0,401114327,4011143278,Army,FBS Independents,9,True,1,"{'minutes': 3, 'seconds': 22}",25,75,75
8,4.0,2019.0,Morgan State,,9,FG,"{'minutes': 3, 'seconds': 37}",2,"{'minutes': 10, 'seconds': 17}",82,18,401114327,40111432710,Army,FBS Independents,8,True,2,"{'minutes': 13, 'seconds': 54}",69,31,13
10,4.0,2019.0,Morgan State,,11,TD,"{'seconds': 13, 'minutes': 0}",2,"{'minutes': 7, 'seconds': 26}",100,0,401114327,40111432712,Army,FBS Independents,1,True,2,"{'minutes': 7, 'seconds': 39}",20,80,80
12,4.0,2019.0,Morgan State,,13,PUNT,"{'minutes': 1, 'seconds': 7}",2,"{'minutes': 4, 'seconds': 31}",50,50,401114327,40111432714,Army,FBS Independents,3,False,2,"{'minutes': 5, 'seconds': 38}",48,52,2
14,4.0,2019.0,Morgan State,,15,END OF HALF,"{'minutes': 2, 'seconds': 52}",2,"{'minutes': 0, 'seconds': 0}",68,32,401114327,40111432716,Army,FBS Independents,10,False,2,"{'minutes': 2, 'seconds': 52}",37,63,31
15,4.0,2019.0,Morgan State,,16,TD,"{'minutes': 4, 'seconds': 17}",3,"{'minutes': 10, 'seconds': 34}",100,0,401114327,40111432717,Army,FBS Independents,10,True,3,"{'minutes': 14, 'seconds': 51}",35,65,65
17,4.0,2019.0,Morgan State,,18,TD,"{'minutes': 3, 'seconds': 41}",4,"{'minutes': 14, 'seconds': 56}",100,0,401114327,40111432719,Army,FBS Independents,8,True,3,"{'minutes': 3, 'seconds': 37}",29,71,71
19,4.0,2019.0,Morgan State,,20,TD,"{'seconds': 29, 'minutes': 0}",4,"{'minutes': 10, 'seconds': 11}",100,0,401114327,40111432721,Army,FBS Independents,2,True,4,"{'minutes': 10, 'seconds': 40}",95,5,5
21,4.0,2019.0,Morgan State,,22,TD,"{'minutes': 7, 'seconds': 37}",4,"{'minutes': 1, 'seconds': 48}",100,0,401114327,40111432723,Army,FBS Independents,14,True,4,"{'minutes': 9, 'seconds': 25}",39,61,61
1,6.0,2019.0,Tulane,American Athletic,2,TD,"{'seconds': 38, 'minutes': 0}",1,"{'minutes': 13, 'seconds': 41}",100,0,401114328,4011143282,Army,FBS Independents,2,True,1,"{'minutes': 14, 'seconds': 19}",62,38,38
3,6.0,2019.0,Tulane,American Athletic,4,PUNT,"{'minutes': 1, 'seconds': 42}",1,"{'minutes': 9, 'seconds': 11}",28,72,401114328,4011143284,Army,FBS Independents,3,False,1,"{'minutes': 10, 'seconds': 53}",25,75,3
5,6.0,2019.0,Tulane,American Athletic,6,PUNT,"{'minutes': 3, 'seconds': 56}",1,"{'minutes': 1, 'seconds': 4}",59,41,401114328,4011143286,Army,FBS Independents,7,False,1,"{'minutes': 5, 'seconds': 0}",25,75,34
7,6.0,2019.0,Tulane,American Athletic,8,TD,"{'minutes': 8, 'seconds': 39}",2,"{'minutes': 4, 'seconds': 26}",100,0,401114328,4011143288,Army,FBS Independents,15,True,2,"{'minutes': 13, 'seconds': 5}",23,77,77
9,6.0,2019.0,Tulane,American Athletic,10,DOWNS,"{'minutes': 2, 'seconds': 31}",2,"{'seconds': 6, 'minutes': 0}",58,42,401114328,40111432810,Army,FBS Independents,9,False,2,"{'minutes': 2, 'seconds': 37}",25,75,33
11,6.0,2019.0,Tulane,American Athletic,12,TD,"{'minutes': 3, 'seconds': 29}",3,"{'minutes': 11, 'seconds': 31}",100,0,401114328,40111432812,Army,FBS Independents,7,True,3,"{'minutes': 15, 'seconds': 0}",25,75,75
13,6.0,2019.0,Tulane,American Athletic,14,PUNT,"{'minutes': 2, 'seconds': 33}",3,"{'minutes': 5, 'seconds': 5}",20,80,401114328,40111432814,Army,FBS Independents,3,False,3,"{'minutes': 7, 'seconds': 38}",25,75,-5
15,6.0,2019.0,Tulane,American Athletic,16,PUNT,"{'minutes': 1, 'seconds': 36}",3,"{'seconds': 30, 'minutes': 0}",23,77,401114328,40111432816,Army,FBS Independents,3,False,3,"{'minutes': 2, 'seconds': 6}",20,80,3
17,6.0,2019.0,Tulane,American Athletic,18,DOWNS,"{'minutes': 1, 'seconds': 37}",4,"{'minutes': 8, 'seconds': 40}",68,32,401114328,40111432818,Army,FBS Independents,4,False,4,"{'minutes': 10, 'seconds': 17}",70,30,-2
19,6.0,2019.0,Tulane,American Athletic,20,INT,"{'seconds': 17, 'minutes': 0}",4,"{'minutes': 5, 'seconds': 29}",37,63,401114328,40111432820,Army,FBS Independents,2,False,4,"{'minutes': 5, 'seconds': 46}",25,75,12
21,6.0,2019.0,Tulane,American Athletic,22,TD,"{'seconds': 44, 'minutes': 0}",4,"{'minutes': 2, 'seconds': 55}",100,0,401114328,40111432822,Army,FBS Independents,6,True,4,"{'minutes': 3, 'seconds': 39}",27,73,73
24,6.0,2019.0,Tulane,American Athletic,25,END OF GAME,"{'seconds': 54, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",47,53,401114328,40111432826,Army,FBS Independents,7,False,4,"{'seconds': 54, 'minutes': 0}",10,90,37
0,7.0,2019.0,Western Kentucky,Conference USA,1,PUNT,"{'minutes': 2, 'seconds': 0}",1,"{'minutes': 13, 'seconds': 0}",67,67,401114285,4011142851,Army,FBS Independents,3,False,1,"{'minutes': 15, 'seconds': 0}",75,75,8
2,7.0,2019.0,Western Kentucky,Conference USA,3,PUNT,"{'minutes': 2, 'seconds': 4}",1,"{'minutes': 10, 'seconds': 10}",66,66,401114285,4011142853,Army,FBS Independents,3,False,1,"{'minutes': 12, 'seconds': 14}",75,75,9
4,7.0,2019.0,Western Kentucky,Conference USA,5,PUNT,"{'minutes': 6, 'seconds': 28}",2,"{'minutes': 13, 'seconds': 18}",36,36,401114285,4011142855,Army,FBS Independents,13,False,1,"{'minutes': 4, 'seconds': 46}",75,75,39
6,7.0,2019.0,Western Kentucky,Conference USA,7,PUNT,"{'minutes': 2, 'seconds': 11}",2,"{'minutes': 5, 'seconds': 1}",65,65,401114285,4011142857,Army,FBS Independents,3,False,2,"{'minutes': 7, 'seconds': 12}",73,73,8
8,7.0,2019.0,Western Kentucky,Conference USA,9,END OF HALF,"{'seconds': 6, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",67,67,401114285,4011142859,Army,FBS Independents,1,False,2,"{'seconds': 6, 'minutes': 0}",72,72,5
10,7.0,2019.0,Western Kentucky,Conference USA,11,PUNT,"{'minutes': 1, 'seconds': 53}",3,"{'minutes': 5, 'seconds': 34}",69,69,401114285,40111428511,Army,FBS Independents,3,False,3,"{'minutes': 7, 'seconds': 27}",75,75,6
12,7.0,2019.0,Western Kentucky,Conference USA,13,MISSED FG,"{'minutes': 4, 'seconds': 50}",4,"{'minutes': 13, 'seconds': 27}",7,7,401114285,40111428513,Army,FBS Independents,12,False,3,"{'minutes': 3, 'seconds': 17}",65,65,58
14,7.0,2019.0,Western Kentucky,Conference USA,15,TD,"{'minutes': 2, 'seconds': 21}",4,"{'minutes': 1, 'seconds': 41}",0,0,401114285,40111428515,Army,FBS Independents,11,True,4,"{'minutes': 4, 'seconds': 2}",75,75,75
1,8.0,2019.0,Georgia State,Sun Belt,2,DOWNS,"{'minutes': 3, 'seconds': 35}",1,"{'minutes': 9, 'seconds': 9}",43,43,401114329,4011143292,Army,FBS Independents,7,False,1,"{'minutes': 12, 'seconds': 44}",55,55,12
3,8.0,2019.0,Georgia State,Sun Belt,4,TD,"{'minutes': 5, 'seconds': 29}",1,"{'minutes': 2, 'seconds': 18}",0,0,401114329,4011143294,Army,FBS Independents,9,True,1,"{'minutes': 7, 'seconds': 47}",75,75,75
5,8.0,2019.0,Georgia State,Sun Belt,6,FUMBLE,"{'minutes': 5, 'seconds': 21}",2,"{'minutes': 8, 'seconds': 49}",54,54,401114329,4011143296,Army,FBS Independents,10,False,2,"{'minutes': 14, 'seconds': 10}",97,97,43
7,8.0,2019.0,Georgia State,Sun Belt,8,TD,"{'minutes': 6, 'seconds': 26}",2,"{'minutes': 1, 'seconds': 15}",0,0,401114329,4011143298,Army,FBS Independents,12,True,2,"{'minutes': 7, 'seconds': 41}",75,75,75
9,8.0,2019.0,Georgia State,Sun Belt,10,TD,"{'minutes': 6, 'seconds': 43}",3,"{'minutes': 8, 'seconds': 17}",0,0,401114329,40111432910,Army,FBS Independents,12,True,3,"{'minutes': 15, 'seconds': 0}",75,75,75
11,8.0,2019.0,Georgia State,Sun Belt,12,PUNT,"{'minutes': 3, 'seconds': 39}",4,"{'minutes': 13, 'seconds': 9}",59,59,401114329,40111432912,Army,FBS Independents,7,False,3,"{'minutes': 1, 'seconds': 48}",75,75,16
13,8.0,2019.0,Georgia State,Sun Belt,14,INT,"{'minutes': 6, 'seconds': 55}",4,"{'seconds': 46, 'minutes': 0}",28,28,401114329,40111432914,Army,FBS Independents,15,False,4,"{'minutes': 7, 'seconds': 41}",75,75,47
1,9.0,2019.0,San José State,Mountain West,2,TD,"{'minutes': 9, 'seconds': 45}",1,"{'minutes': 1, 'seconds': 59}",100,0,401114330,4011143302,Army,FBS Independents,15,True,1,"{'minutes': 11, 'seconds': 44}",13,87,87
3,9.0,2019.0,San José State,Mountain West,4,FUMBLE,"{'minutes': 1, 'seconds': 23}",2,"{'minutes': 13, 'seconds': 19}",44,56,401114330,4011143304,Army,FBS Independents,3,False,2,"{'minutes': 14, 'seconds': 42}",25,75,19
5,9.0,2019.0,San José State,Mountain West,6,DOWNS,"{'minutes': 3, 'seconds': 58}",2,"{'minutes': 7, 'seconds': 38}",48,52,401114330,4011143306,Army,FBS Independents,8,False,2,"{'minutes': 11, 'seconds': 36}",25,75,23
7,9.0,2019.0,San José State,Mountain West,8,FG,"{'minutes': 4, 'seconds': 45}",2,"{'seconds': 52, 'minutes': 0}",76,24,401114330,4011143308,Army,FBS Independents,14,True,2,"{'minutes': 5, 'seconds': 37}",25,75,51
9,9.0,2019.0,San José State,Mountain West,10,TD,"{'minutes': 6, 'seconds': 51}",3,"{'minutes': 8, 'seconds': 9}",100,0,401114330,40111433011,Army,FBS Independents,13,True,3,"{'minutes': 15, 'seconds': 0}",25,75,75
11,9.0,2019.0,San José State,Mountain West,12,PUNT,"{'minutes': 3, 'seconds': 49}",3,"{'minutes': 2, 'seconds': 42}",15,85,401114330,40111433013,Army,FBS Independents,6,False,3,"{'minutes': 6, 'seconds': 31}",3,97,12
13,9.0,2019.0,San José State,Mountain West,14,TD,"{'minutes': 6, 'seconds': 5}",4,"{'minutes': 8, 'seconds': 42}",100,0,401114330,40111433015,Army,FBS Independents,13,True,4,"{'minutes': 14, 'seconds': 47}",31,69,69
15,9.0,2019.0,San José State,Mountain West,16,DOWNS,"{'seconds': 58, 'minutes': 0}",4,"{'minutes': 2, 'seconds': 43}",38,62,401114330,40111433017,Army,FBS Independents,4,False,4,"{'minutes': 3, 'seconds': 41}",49,51,-11
17,9.0,2019.0,San José State,Mountain West,18,TD,"{'minutes': 1, 'seconds': 13}",4,"{'seconds': 31, 'minutes': 0}",100,0,401114330,40111433019,Army,FBS Independents,8,True,4,"{'minutes': 1, 'seconds': 44}",29,71,71
0,10.0,2019.0,Air Force,Mountain West,1,DOWNS,"{'minutes': 8, 'seconds': 34}",1,"{'minutes': 6, 'seconds': 26}",1,1,401114331,4011143311,Army,FBS Independents,13,False,1,"{'minutes': 15, 'seconds': 0}",75,75,74
2,10.0,2019.0,Air Force,Mountain West,3,PUNT,"{'minutes': 0, 'seconds': 0}",1,"{'minutes': 0, 'seconds': 0}",68,68,401114331,4011143313,Army,FBS Independents,4,False,1,"{'seconds': 10, 'minutes': 0}",86,86,18
