,Week,Year,away,clock,defense,defense_conference,defense_score,defense_timeouts,distance,down,drive_id,drive_number,game_id,home,id,offense,offense_conference,offense_score,offense_timeouts,period,play_number,play_text,play_type,ppa,scoring,yard_line,yards_gained,yards_to_goal
59,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 35}",Michigan,Big Ten,7,3.0,5,4,40111222322,9,401112223,Michigan,401112223102926401,Army,FBS Independents,7,2.0,2,4,"Hopkins Jr., Kelvin pass incomplete, PENALTY MICHIGAN holding (Hill, Lavert) 10 yards to the MICHIGAN25, NO PLAY, 1ST DOWN ARMY.",Penalty,,False,35,10,35
60,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 35}",Michigan,Big Ten,7,3.0,10,1,40111222322,9,401112223,Michigan,401112223102926402,Army,FBS Independents,7,1.0,2,5,"Timeout ARMY, clock 07:35",Timeout,,False,25,0,25
61,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 26}",Michigan,Big Ten,7,3.0,10,1,40111222322,9,401112223,Michigan,401112223102927301,Army,FBS Independents,7,1.0,2,6,Connor Slomka run for 4 yds to the Mich 21,Rush,-0.0356690725209355,False,25,4,25
62,2.0,2019.0,Army,"{'minutes': 6, 'seconds': 45}",Michigan,Big Ten,7,3.0,6,2,40111222322,9,401112223,Michigan,401112223102935401,Army,FBS Independents,7,1.0,2,7,Connor Slomka run for 2 yds to the Mich 19,Rush,-0.259467056923951,False,21,2,21
63,2.0,2019.0,Army,"{'minutes': 5, 'seconds': 58}",Michigan,Big Ten,7,3.0,4,3,40111222322,9,401112223,Michigan,401112223102944101,Army,FBS Independents,7,1.0,2,8,Kelvin Hopkins Jr. run for 2 yds to the Mich 17,Rush,-0.2998207751743746,False,19,2,19
64,2.0,2019.0,Army,"{'minutes': 5, 'seconds': 27}",Michigan,Big Ten,7,3.0,2,4,40111222322,9,401112223,Michigan,401112223102947201,Army,FBS Independents,7,0.0,2,9,"Timeout ARMY, clock 05:27",Timeout,,False,17,0,17
65,2.0,2019.0,Army,"{'minutes': 5, 'seconds': 24}",Michigan,Big Ten,7,3.0,2,4,40111222322,9,401112223,Michigan,401112223102947501,Army,FBS Independents,7,0.0,2,10,Connor Slomka run for 3 yds to the Mich 14 for a 1ST down,Rush,0.7467580917062371,False,17,3,17
66,2.0,2019.0,Army,"{'minutes': 4, 'seconds': 45}",Michigan,Big Ten,7,3.0,10,1,40111222322,9,401112223,Michigan,401112223102955401,Army,FBS Independents,7,0.0,2,11,Kelvin Hopkins Jr. run for 4 yds to the Mich 10,Rush,-0.0183111493425885,False,14,4,14
67,2.0,2019.0,Army,"{'minutes': 4, 'seconds': 8}",Michigan,Big Ten,7,3.0,6,2,40111222322,9,401112223,Michigan,401112223102959101,Army,FBS Independents,7,0.0,2,12,Kelvin Hopkins Jr. run for 5 yds to the Mich 5,Rush,0.074148333503494,False,10,5,10
68,2.0,2019.0,Army,"{'minutes': 3, 'seconds': 31}",Michigan,Big Ten,7,3.0,1,3,40111222322,9,401112223,Michigan,401112223102966801,Army,FBS Independents,7,0.0,2,13,Sandon McCoy run for 4 yds to the Mich 1 for a 1ST down,Rush,1.554424715897733,False,5,4,5
69,2.0,2019.0,Army,"{'minutes': 2, 'seconds': 51}",Michigan,Big Ten,7,3.0,1,1,40111222322,9,401112223,Michigan,401112223102974801,Army,FBS Independents,14,0.0,2,14,Kelvin Hopkins Jr. 1 Yd Run (Cole Talley Kick),Rushing Touchdown,0.938021275120443,True,1,1,1
70,2.0,2019.0,Army,"{'minutes': 2, 'seconds': 51}",Michigan,Big Ten,7,3.0,10,1,40111222325,10,401112223,Michigan,401112223102974803,Army,FBS Independents,14,0.0,2,1,"Cole Talley kickoff for 64 yds , Giles Jackson return for 22 yds to the Mich 23",Kickoff Return (Offense),,False,65,22,65
90,2.0,2019.0,Army,"{'minutes': 15, 'seconds': 0}",Michigan,Big Ten,7,3.0,10,1,40111222329,12,401112223,Michigan,401112223103849901,Army,FBS Independents,14,3.0,3,1,"Cole Talley kickoff for 52 yds , Giles Jackson return for 18 yds to the MICHIGAN 47 MICHIGAN Penalty, Personal Foul (Michael Barrett) to the Mich 16",Kickoff Return (Offense),,False,31,18,31
95,2.0,2019.0,Army,"{'minutes': 13, 'seconds': 15}",Michigan,Big Ten,7,3.0,10,1,40111222330,13,401112223,Michigan,401112223103868401,Army,FBS Independents,14,3.0,3,1,Connor Slomka run for 2 yds to the Army 37,Rush,-0.6307968333592200,False,65,2,65
96,2.0,2019.0,Army,"{'minutes': 13, 'seconds': 0}",Michigan,Big Ten,7,3.0,8,2,40111222330,13,401112223,Michigan,401112223103869901,Army,FBS Independents,14,3.0,3,2,Kelvin Hopkins Jr. pass complete to Artice Hobbs IV for 34 yds to the Mich 29 for a 1ST down,Pass Reception,3.0852126594524428,False,63,34,63
97,2.0,2019.0,Army,"{'minutes': 12, 'seconds': 12}",Michigan,Big Ten,7,3.0,10,1,40111222330,13,401112223,Michigan,401112223103878701,Army,FBS Independents,14,3.0,3,3,Connor Slomka run for 8 yds to the Mich 21,Rush,0.504148977298673,False,29,8,29
98,2.0,2019.0,Army,"{'minutes': 11, 'seconds': 52}",Michigan,Big Ten,7,3.0,2,2,40111222330,13,401112223,Michigan,401112223103884701,Army,FBS Independents,14,3.0,3,4,Kelvin Hopkins Jr. run for 7 yds to the Mich 14 for a 1ST down,Rush,-0.2641309678796425,False,21,7,21
99,2.0,2019.0,Army,"{'minutes': 11, 'seconds': 15}",Michigan,Big Ten,7,3.0,10,1,40111222330,13,401112223,Michigan,401112223103888401,Army,FBS Independents,14,3.0,3,5,Connor Slomka run for 5 yds to the Mich 9,Rush,0.0745432474784075,False,14,5,14
100,2.0,2019.0,Army,"{'minutes': 10, 'seconds': 38}",Michigan,Big Ten,7,3.0,5,2,40111222330,13,401112223,Michigan,401112223103896101,Army,FBS Independents,14,3.0,3,6,Sandon McCoy run for 1 yd to the Mich 8,Rush,-0.274940409045186,False,9,1,9
101,2.0,2019.0,Army,"{'minutes': 10, 'seconds': 0}",Michigan,Big Ten,7,3.0,4,3,40111222330,13,401112223,Michigan,401112223103899901,Army,FBS Independents,14,3.0,3,7,Connor Slomka run for 4 yds to the Mich 4 for a 1ST down,Rush,,False,8,4,8
102,2.0,2019.0,Army,"{'minutes': 9, 'seconds': 23}",Michigan,Big Ten,7,3.0,4,1,40111222330,13,401112223,Michigan,401112223103907601,Army,FBS Independents,14,3.0,3,8,Kelvin Hopkins Jr. run for 3 yds to the Mich 1,Rush,-0.212161718759031,False,4,3,4
103,2.0,2019.0,Army,"{'minutes': 8, 'seconds': 50}",Michigan,Big Ten,7,3.0,0,2,40111222330,13,401112223,Michigan,401112223103914901,Army,FBS Independents,14,3.0,3,9,"ARMY Penalty, False Start (Connor Slomka) to the Mich 6",Penalty,,False,1,-5,1
104,2.0,2019.0,Army,"{'minutes': 8, 'seconds': 32}",Michigan,Big Ten,7,3.0,6,2,40111222330,13,401112223,Michigan,401112223103916701,Army,FBS Independents,14,3.0,3,10,Kelvin Hopkins Jr. run for 1 yd to the Mich 5,Rush,-0.232932636386652,False,6,1,6
105,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 53}",Michigan,Big Ten,7,3.0,0,3,40111222330,13,401112223,Michigan,401112223103924601,Army,FBS Independents,14,2.0,3,11,"Timeout ARMY, clock 07:53",Timeout,,False,5,0,5
106,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 43}",Michigan,Big Ten,7,3.0,5,3,40111222330,13,401112223,Michigan,401112223103925601,Army,FBS Independents,14,2.0,3,12,Kelvin Hopkins Jr. pass intercepted Lavert Hill return for 20 yds to the Mich 22,Pass Interception Return,-4.23840037083141,False,5,-20,5
121,2.0,2019.0,Army,"{'minutes': 2, 'seconds': 17}",Michigan,Big Ten,14,3.0,10,1,40111222334,15,401112223,Michigan,401112223103978201,Army,FBS Independents,14,2.0,3,2,"Hopkins Jr., Kelvin rush for 1 yard to the ARMY26, PENALTY ARMY holding (Reeder, Peyton) 10 yards to the ARMY15, NO PLAY.",Penalty,,False,75,-10,75
122,2.0,2019.0,Army,"{'minutes': 1, 'seconds': 55}",Michigan,Big Ten,14,3.0,20,1,40111222334,15,401112223,Michigan,401112223103984401,Army,FBS Independents,14,2.0,3,3,Kell Walker run for 8 yds to the Army 23,Rush,0.19692139461267821,False,85,8,85
123,2.0,2019.0,Army,"{'minutes': 1, 'seconds': 13}",Michigan,Big Ten,14,3.0,12,2,40111222334,15,401112223,Michigan,401112223103988601,Army,FBS Independents,14,2.0,3,4,Kelvin Hopkins Jr. pass complete to Artice Hobbs IV for 9 yds to the Army 32,Pass Reception,0.4961033721553942,False,77,9,77
124,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,3.0,3,3,40111222334,15,401112223,Michigan,401112223103999901,Army,FBS Independents,14,2.0,3,5,Kell Walker run for no gain to the Army 32,Rush,-0.513943533401327774,False,68,0,68
125,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,3.0,3,0,40111222334,15,401112223,Michigan,401112223103999902,Army,FBS Independents,14,2.0,3,6,End of 3rd Quarter,End Period,,False,0,0,0
126,2.0,2019.0,Army,"{'minutes': 14, 'seconds': 49}",Michigan,Big Ten,14,3.0,3,4,40111222334,15,401112223,Michigan,401112223104855001,Army,FBS Independents,14,2.0,4,7,"Zach Potter punt for 31 yds , Ronnie Bell returns for a loss of 5 yards to the Mich 32 Ronnie Bell fumbled, forced by Ryan Velez, recovered by Mich Josh Metellus",Punt,,False,68,-5,68
138,2.0,2019.0,Army,"{'minutes': 9, 'seconds': 50}",Michigan,Big Ten,14,3.0,10,1,40111222338,17,401112223,Michigan,401112223104904901,Army,FBS Independents,14,2.0,4,1,Connor Slomka run for 5 yds to the Army 28,Rush,0.0909220029056970,False,77,5,77
139,2.0,2019.0,Army,"{'minutes': 9, 'seconds': 18}",Michigan,Big Ten,14,3.0,5,2,40111222338,17,401112223,Michigan,401112223104908101,Army,FBS Independents,14,2.0,4,2,Connor Slomka run for 6 yds to the Army 34 for a 1ST down,Rush,0.7826657015540857,False,72,6,72
140,2.0,2019.0,Army,"{'minutes': 8, 'seconds': 38}",Michigan,Big Ten,14,3.0,10,1,40111222338,17,401112223,Michigan,401112223104916101,Army,FBS Independents,14,2.0,4,3,Connor Slomka run for 1 yd to the Army 35,Rush,-0.8121551588526277,False,66,1,66
141,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 54}",Michigan,Big Ten,14,3.0,9,2,40111222338,17,401112223,Michigan,401112223104924501,Army,FBS Independents,14,2.0,4,4,Kelvin Hopkins Jr. run for 3 yds to the Army 38,Rush,-0.2793100505895962,False,65,3,65
142,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 20}",Michigan,Big Ten,14,3.0,6,3,40111222338,17,401112223,Michigan,401112223104927901,Army,FBS Independents,14,1.0,4,5,"Timeout ARMY, clock 07:20",Timeout,,False,62,0,62
143,2.0,2019.0,Army,"{'minutes': 7, 'seconds': 8}",Michigan,Big Ten,14,3.0,6,3,40111222338,17,401112223,Michigan,401112223104929101,Army,FBS Independents,14,1.0,4,6,Connor Slomka run for 3 yds to the Army 41,Rush,-0.2271390142543002,False,62,3,62
144,2.0,2019.0,Army,"{'minutes': 6, 'seconds': 28}",Michigan,Big Ten,14,3.0,3,4,40111222338,17,401112223,Michigan,401112223104937101,Army,FBS Independents,14,1.0,4,7,"Zach Potter punt for 43 yds, downed at the Mich 16",Punt,,False,59,0,59
153,2.0,2019.0,Army,"{'minutes': 2, 'seconds': 26}",Michigan,Big Ten,14,3.0,10,1,40111222342,19,401112223,Michigan,401112223104977301,Army,FBS Independents,14,1.0,4,1,Kelvin Hopkins Jr. pass incomplete to Artice Hobbs IV,Pass Incompletion,-1.1496266880203319,False,58,0,58
154,2.0,2019.0,Army,"{'minutes': 2, 'seconds': 19}",Michigan,Big Ten,14,3.0,10,2,40111222342,19,401112223,Michigan,401112223104978001,Army,FBS Independents,14,1.0,4,2,Artice Hobbs IV run for 8 yds to the 50 yard line,Rush,0.8156206457079236,False,58,8,58
155,2.0,2019.0,Army,"{'minutes': 1, 'seconds': 49}",Michigan,Big Ten,14,3.0,2,3,40111222342,19,401112223,Michigan,401112223104985001,Army,FBS Independents,14,1.0,4,3,Connor Slomka run for 1 yd to the Mich 49,Rush,-0.8942558302536376,False,50,1,50
156,2.0,2019.0,Army,"{'minutes': 1, 'seconds': 19}",Michigan,Big Ten,14,3.0,1,4,40111222342,19,401112223,Michigan,401112223104988001,Army,FBS Independents,14,1.0,4,4,Artice Hobbs IV run for 3 yds to the Mich 46 for a 1ST down,Rush,2.2466776764708971,False,49,3,49
157,2.0,2019.0,Army,"{'seconds': 59, 'minutes': 0}",Michigan,Big Ten,14,3.0,10,1,40111222342,19,401112223,Michigan,401112223104994001,Army,FBS Independents,14,1.0,4,5,Connor Slomka run for 6 yds to the Mich 40,Rush,0.3120620714803497,False,46,6,46
158,2.0,2019.0,Army,"{'seconds': 40, 'minutes': 0}",Michigan,Big Ten,14,3.0,4,2,40111222342,19,401112223,Michigan,401112223104995901,Army,FBS Independents,14,1.0,4,6,Kelvin Hopkins Jr. run for 5 yds to the Mich 35 for a 1ST down,Rush,0.2586365528771586,False,40,5,40
159,2.0,2019.0,Army,"{'seconds': 20, 'minutes': 0}",Michigan,Big Ten,14,3.0,10,1,40111222342,19,401112223,Michigan,401112223104997901,Army,FBS Independents,14,1.0,4,7,Connor Slomka run for no gain to the Mich 35,Rush,-0.6918622905019662,False,35,0,35
160,2.0,2019.0,Army,"{'seconds': 17, 'minutes': 0}",Michigan,Big Ten,14,3.0,10,2,40111222342,19,401112223,Michigan,401112223104998201,Army,FBS Independents,14,0.0,4,8,"Timeout ARMY, clock 00:17",Timeout,,False,35,0,35
161,2.0,2019.0,Army,"{'seconds': 10, 'minutes': 0}",Michigan,Big Ten,14,3.0,10,2,40111222342,19,401112223,Michigan,401112223104998901,Army,FBS Independents,14,0.0,4,9,Connor Slomka run for 2 yds to the Mich 33,Rush,-0.4991802291350498,False,35,2,35
162,2.0,2019.0,Army,"{'seconds': 2, 'minutes': 0}",Michigan,Big Ten,14,3.0,8,3,40111222342,19,401112223,Michigan,401112223104999701,Army,FBS Independents,14,0.0,4,10,TEAM pass incomplete,Pass Incompletion,-1.0155543538349077,False,33,0,33
163,2.0,2019.0,Army,"{'seconds': 2, 'minutes': 0}",Michigan,Big Ten,14,2.0,8,4,40111222342,19,401112223,Michigan,401112223104999702,Army,FBS Independents,14,0.0,4,11,"Timeout MICHIGAN, clock 00:02",Timeout,,False,33,0,33
164,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,2.0,8,4,40111222342,19,401112223,Michigan,401112223104999901,Army,FBS Independents,14,0.0,4,12,Cole Talley 50 yd FG MISSED,Field Goal Missed,,False,33,50,33
165,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,2.0,8,0,40111222345,20,401112223,Michigan,401112223104999902,Army,FBS Independents,14,0.0,4,1,End of 4th Quarter,End Period,,False,0,0,0
166,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,10,1,40111222346,21,401112223,Michigan,401112223105000191,Army,FBS Independents,14,,5,1,Army wins the coin toss and elects to take the ball.,placeholder,-1.0146424556055624,False,65,0,65
167,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,10,1,40111222346,21,401112223,Michigan,401112223105000193,Army,FBS Independents,14,,5,2,Connor Slomka run for 2 yds to the Mich 23,Rush,-0.2434763543774955,False,25,2,25
168,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,8,2,40111222346,21,401112223,Michigan,401112223105000194,Army,FBS Independents,14,,5,3,Connor Slomka run for 4 yds to the Mich 19,Rush,-0.051659775067391,False,23,4,23
169,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,4,3,40111222346,21,401112223,Michigan,401112223105000195,Army,FBS Independents,14,,5,4,"Slomka, Connor rush for 2 yards to the MICHIGAN17, PENALTY MICHIGAN offside (Hudson, Khaleke) 5 yards to the MICHIGAN14, NO PLAY, 1ST DOWN ARMY.",Penalty,,False,19,5,19
170,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,10,1,40111222346,21,401112223,Michigan,401112223105000196,Army,FBS Independents,14,,5,5,Kelvin Hopkins Jr. run for 8 yds to the Mich 6,Rush,0.4472607692989265,False,14,8,14
171,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,2,2,40111222346,21,401112223,Michigan,401112223105000197,Army,FBS Independents,14,,5,6,Connor Slomka run for no gain to the Mich 6,Rush,-0.485707969236722,False,6,0,6
172,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,14,,2,3,40111222346,21,401112223,Michigan,401112223106000229,Army,FBS Independents,21,,5,7,Kelvin Hopkins Jr. 6 Yd Run (Cole Talley Kick),Rushing Touchdown,2.586730375116877,True,6,6,6
183,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,24,,11,0,40111222349,24,401112223,Michigan,401112223106000219,Army,FBS Independents,21,,6,1,End of Quarter,End Period,,False,0,0,0
184,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,24,,10,1,40111222350,25,401112223,Michigan,401112223106000215,Army,FBS Independents,21,,6,1,Kelvin Hopkins Jr. run for 2 yds to the Mich 23,Rush,-0.2434763543774955,False,25,2,25
185,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,24,,8,2,40111222350,25,401112223,Michigan,401112223106000216,Army,FBS Independents,21,,6,2,Kelvin Hopkins Jr. run for a loss of 3 yards to the Mich 26,Rush,-0.980449084982766,False,23,-3,23
186,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,24,,11,3,40111222350,25,401112223,Michigan,401112223106000217,Army,FBS Independents,21,,6,3,"Timeout ARMY, clock 00:00",Timeout,,False,26,0,26
187,2.0,2019.0,Army,"{'minutes': 0, 'seconds': 0}",Michigan,Big Ten,24,,11,3,40111222350,25,401112223,Michigan,401112223106000218,Army,FBS Independents,21,,6,4,"Kelvin Hopkins Jr. sacked by Kwity Paye and Aidan Hutchinson for a loss of 10 yards to the Mich 36 Kelvin Hopkins Jr. fumbled, recovered by Mich Kwity Paye , return for 0 yards",Sack,-2.7138271642202722,False,26,-10,26
1,3.0,2019.0,Army,"{'minutes': 15, 'seconds': 0}",UT San Antonio,Conference USA,0,3,10,1,4011142611,1,401114261,UT San Antonio,401114261101849902,Army,FBS Independents,0,3,1,2,Jabari Laws run for 34 yds to the TexSA 41 for a 1ST down,Rush,2.8372354938248021,False,75,34,75
2,3.0,2019.0,Army,"{'minutes': 15, 'seconds': 0}",UT San Antonio,Conference USA,0,3,10,1,4011142611,1,401114261,UT San Antonio,401114261101849903,Army,FBS Independents,0,3,1,3,Connor Slomka run for no gain to the TexSA 41,Rush,-0.8772679222659559,False,41,0,41
3,3.0,2019.0,Army,"{'minutes': 15, 'seconds': 0}",UT San Antonio,Conference USA,0,3,10,2,4011142611,1,401114261,UT San Antonio,401114261101849904,Army,FBS Independents,0,3,1,4,"UT SAN ANTONIO Penalty, personal foul (15 Yards) to the TexSA 26 for a 1ST down",Penalty,,False,41,15,41
4,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 7}",UT San Antonio,Conference USA,0,3,10,1,4011142611,1,401114261,UT San Antonio,401114261101859201,Army,FBS Independents,7,3,1,5,"Kell Walker run for 26 yds for a TD, (David Cooper KICK)",Rushing Touchdown,2.7200021224081805,True,26,26,26
5,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 7}",UT San Antonio,Conference USA,0,3,0,1,4011142612,2,401114261,UT San Antonio,401114261101859203,Army,FBS Independents,7,3,1,1,Andrew Bagley kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
9,3.0,2019.0,Army,"{'minutes': 13, 'seconds': 14}",UT San Antonio,Conference USA,0,3,10,1,4011142613,3,401114261,UT San Antonio,401114261101868501,Army,FBS Independents,7,3,1,1,"Jabari Laws run for 11 yds to the TexSA 28 for a 1ST down UT SAN ANTONIO Penalty, offside defense ( Yards) declined for a 1ST down",Rush,0.376424080793120,False,39,11,39
10,3.0,2019.0,Army,"{'minutes': 13, 'seconds': 14}",UT San Antonio,Conference USA,0,3,10,1,4011142613,3,401114261,UT San Antonio,401114261101868502,Army,FBS Independents,7,3,1,2,Jabari Laws run for no gain to the TexSA 28,Rush,-0.512081873784803,False,28,0,28
11,3.0,2019.0,Army,"{'minutes': 13, 'seconds': 14}",UT San Antonio,Conference USA,0,3,10,2,4011142613,3,401114261,UT San Antonio,401114261101868503,Army,FBS Independents,7,3,1,3,Artice Hobbs IV run for 3 yds to the TexSA 25,Rush,-0.2204092701735424,False,28,3,28
12,3.0,2019.0,Army,"{'minutes': 13, 'seconds': 14}",UT San Antonio,Conference USA,0,3,7,3,4011142613,3,401114261,UT San Antonio,401114261101868504,Army,FBS Independents,7,3,1,4,"Laws, Jabari rush right for 9 yards to the UTSA16 (MARTEL, Andrew), PENALTY ARMY holding (Deaton, Jaxson) 10 yards to the UTSA35, NO PLAY.",Penalty,,False,25,-10,25
13,3.0,2019.0,Army,"{'minutes': 13, 'seconds': 14}",UT San Antonio,Conference USA,0,3,17,3,4011142613,3,401114261,UT San Antonio,401114261101868505,Army,FBS Independents,7,3,1,5,Jabari Laws pass complete to Camden Harrison for 12 yds to the TexSA 23,Pass Reception,1.4752300774021290,False,35,12,35
14,3.0,2019.0,Army,"{'minutes': 10, 'seconds': 41}",UT San Antonio,Conference USA,0,3,5,4,4011142613,3,401114261,UT San Antonio,401114261101895801,Army,FBS Independents,10,3,1,6,David Cooper 40 yd FG GOOD,Field Goal Good,-0.0712307659487834,True,23,40,23
15,3.0,2019.0,Army,"{'minutes': 10, 'seconds': 41}",UT San Antonio,Conference USA,0,3,0,1,4011142614,4,401114261,UT San Antonio,401114261101895802,Army,FBS Independents,10,3,1,1,"Andrew Bagley kickoff for 63 yds , Brett Winnegan return for 17 yds to the TexSA 19",Kickoff,,False,65,17,65
22,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,10,1,4011142615,5,401114261,UT San Antonio,401114261101925301,Army,FBS Independents,10,3,1,1,Connor Slomka run for 7 yds to the Army 47,Rush,0.7032387839448688,False,60,7,60
23,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,3,2,4011142615,5,401114261,UT San Antonio,401114261101925302,Army,FBS Independents,10,3,1,2,Connor Slomka run for 3 yds to the 50 yard line for a 1ST down,Rush,,False,53,3,53
24,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,10,1,4011142615,5,401114261,UT San Antonio,401114261101925303,Army,FBS Independents,10,3,1,3,Jabari Laws run for 3 yds to the TexSA 47,Rush,-0.385960016074776,False,50,3,50
25,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,7,2,4011142615,5,401114261,UT San Antonio,401114261101925304,Army,FBS Independents,10,3,1,4,Connor Slomka run for 3 yds to the TexSA 44,Rush,-0.407363989967388,False,47,3,47
26,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,4,3,4011142615,5,401114261,UT San Antonio,401114261101925305,Army,FBS Independents,10,3,1,5,Kell Walker run for 7 yds to the TexSA 37 for a 1ST down,Rush,1.5833273066867938,False,44,7,44
27,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,10,1,4011142615,5,401114261,UT San Antonio,401114261101925306,Army,FBS Independents,10,3,1,6,"ARMY Penalty, false start (-5 Yards) to the TexSA 42",Penalty,,False,37,-5,37
28,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,15,1,4011142615,5,401114261,UT San Antonio,401114261101925307,Army,FBS Independents,10,3,1,7,Jabari Laws run for 9 yds to the TexSA 33,Rush,0.7339791038714746,False,42,9,42
29,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,6,2,4011142615,5,401114261,UT San Antonio,401114261101925308,Army,FBS Independents,10,3,1,8,Jabari Laws run for 8 yds to the TexSA 25 for a 1ST down,Rush,0.4272099942072015,False,33,8,33
30,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,10,1,4011142615,5,401114261,UT San Antonio,401114261101925309,Army,FBS Independents,10,3,1,9,Connor Slomka run for 12 yds to the TexSA 13 for a 1ST down,Rush,0.1611551472202105,False,25,12,25
31,3.0,2019.0,Army,"{'minutes': 7, 'seconds': 46}",UT San Antonio,Conference USA,0,3,10,1,4011142615,5,401114261,UT San Antonio,401114261101925310,Army,FBS Independents,10,3,1,10,"Connor Slomka run for 4 yds to the TexSA 9 Connor Slomka fumbled, forced by Jarrod Carter-McLin, recovered by TexSA Ladarian McFarland",Fumble Recovery (Opponent),,False,13,4,13
44,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,10,1,4011142617,7,401114261,UT San Antonio,401114261102859301,Army,FBS Independents,10,2,2,1,Jabari Laws run for a loss of 2 yards to the Army 23,Rush,-0.8852575132705454,False,75,-2,75
45,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,12,2,4011142617,7,401114261,UT San Antonio,401114261102859302,Army,FBS Independents,10,2,2,2,Artice Hobbs IV run for 17 yds to the Army 40 for a 1ST down,Rush,2.2061120288481915,False,77,17,77
46,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,10,1,4011142617,7,401114261,UT San Antonio,401114261102859303,Army,FBS Independents,10,2,2,3,Connor Slomka run for no gain to the Army 40,Rush,-1.1247712359915259,False,60,0,60
47,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,10,2,4011142617,7,401114261,UT San Antonio,401114261102859304,Army,FBS Independents,10,2,2,4,Jabari Laws pass complete to Kjetil Cline for 6 yds to the Army 46,Pass Reception,0.2893534138833207,False,60,6,60
48,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,4,3,4011142617,7,401114261,UT San Antonio,401114261102859305,Army,FBS Independents,10,2,2,5,Connor Slomka run for 8 yds to the TexSA 46 for a 1ST down,Rush,2.0490310181174163,False,54,8,54
49,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,10,1,4011142617,7,401114261,UT San Antonio,401114261102859306,Army,FBS Independents,10,2,2,6,Jabari Laws run for no gain to the TexSA 46,Rush,-1.0250974847844603,False,46,0,46
50,3.0,2019.0,Army,"{'minutes': 14, 'seconds': 6}",UT San Antonio,Conference USA,0,2,10,2,4011142617,7,401114261,UT San Antonio,401114261102859307,Army,FBS Independents,10,2,2,7,"Jabari Laws run for a loss of 4 yards to the Army 49 Jabari Laws fumbled, forced by Brandon Matterson,",Fumble Recovery (Own),-1.7850908558002949,False,46,-4,46
