,Week,Year,away,clock,defense,defense_conference,defense_score,defense_timeouts,distance,down,drive_id,drive_number,game_id,home,id,offense,offense_conference,offense_score,offense_timeouts,period,play_number,play_text,play_type,ppa,scoring,yard_line,yards_gained,yards_to_goal
45,6.0,2015.0,Duke,"{'minutes': 13, 'seconds': 33}",Duke,ACC,10,3,24,3,4007569496,6,400756949,Army,400756949102866601,Army,FBS Independents,0,3,2,9,"Ahmad Bradshaw run for a loss of 1 yard to the Army 32 Ahmad Bradshaw fumbled, recovered by Duke Ben Humphreys",Fumble Recovery (Opponent),,False,33,-1,67
56,6.0,2015.0,Duke,"{'minutes': 10, 'seconds': 42}",Duke,ACC,17,3,10,1,4007569498,8,400756949,Army,400756949102895701,Army,FBS Independents,0,3,2,2,Matt Giachinta run for 3 yds to the Army 28,Rush,-0.2957674139440157,False,25,3,75
57,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 59}",Duke,ACC,17,3,7,2,4007569498,8,400756949,Army,400756949102904001,Army,FBS Independents,0,3,2,3,Ahmad Bradshaw run for 3 yds to the Army 31,Rush,-0.2389648696117614,False,28,3,72
58,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 41}",Duke,ACC,17,3,4,3,4007569498,8,400756949,Army,400756949102905801,Army,FBS Independents,0,3,2,4,Ahmad Bradshaw run for 1 yd to the Army 32,Rush,-0.368365390960701874,False,31,1,69
59,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 2}",Duke,ACC,17,3,3,4,4007569498,8,400756949,Army,400756949102909701,Army,FBS Independents,0,3,2,5,"Alex Tardieu punt for 40 yds, downed at the Duke 28",Punt,,False,32,0,68
69,6.0,2015.0,Duke,"{'minutes': 5, 'seconds': 50}",Duke,ACC,24,3,10,1,40075694910,10,400756949,Army,400756949102944901,Army,FBS Independents,0,3,2,2,Aaron Kemper run for 1 yd to the Army 26,Rush,-0.58747954310168553,False,25,1,75
70,6.0,2015.0,Duke,"{'minutes': 5, 'seconds': 27}",Duke,ACC,24,3,9,2,40075694910,10,400756949,Army,400756949102947201,Army,FBS Independents,0,3,2,3,Aaron Kemper run for 4 yds to the Army 30,Rush,-0.07170781243074042,False,26,4,74
71,6.0,2015.0,Duke,"{'minutes': 4, 'seconds': 46}",Duke,ACC,24,3,5,3,40075694910,10,400756949,Army,400756949102955301,Army,FBS Independents,0,3,2,4,Ahmad Bradshaw run for 1 yd to the Army 31,Rush,-0.31324654817405851,False,30,1,70
72,6.0,2015.0,Duke,"{'minutes': 4, 'seconds': 8}",Duke,ACC,24,3,4,4,40075694910,10,400756949,Army,400756949102959101,Army,FBS Independents,0,3,2,5,"Alex Tardieu punt for 35 yds , Ryan Smith returns for 1 yd to the Duke 35",Punt,,False,31,1,69
93,6.0,2015.0,Duke,"{'minutes': 0, 'seconds': 0}",Duke,ACC,27,1,10,1,40075694912,12,400756949,Army,400756949102999901,Army,FBS Independents,0,3,2,2,Joe Walker run for 9 yds to the Army 44,Rush,1.3846699650971743,False,35,9,65
94,6.0,2015.0,Duke,"{'minutes': 0, 'seconds': 0}",Duke,ACC,27,1,10,0,40075694912,12,400756949,Army,400756949102999902,Army,FBS Independents,0,3,2,3,End of 2nd Quarter,End of Half,,False,0,0,100
96,6.0,2015.0,Duke,"{'minutes': 14, 'seconds': 39}",Duke,ACC,27,3,10,1,40075694913,13,400756949,Army,400756949103856001,Army,FBS Independents,0,3,3,2,Drue Harris run for 5 yds to the Army 30,Rush,0.0945451165334843,False,25,5,75
97,6.0,2015.0,Duke,"{'minutes': 14, 'seconds': 11}",Duke,ACC,27,3,5,2,40075694913,13,400756949,Army,400756949103858801,Army,FBS Independents,0,3,3,3,Drue Harris run for 2 yds to the Army 32,Rush,-0.4836992576486355,False,30,2,70
98,6.0,2015.0,Duke,"{'minutes': 13, 'seconds': 19}",Duke,ACC,27,3,3,3,40075694913,13,400756949,Army,400756949103868001,Army,FBS Independents,0,3,3,4,Tyler Campbell run for 2 yds to the Army 34,Rush,-0.3345261769981986,False,32,2,68
99,6.0,2015.0,Duke,"{'minutes': 12, 'seconds': 57}",Duke,ACC,27,3,1,4,40075694913,13,400756949,Army,400756949103874201,Army,FBS Independents,0,3,3,5,Ahmad Bradshaw run for 3 yds to the Army 37 for a 1ST down,Rush,1.7509246442569211,False,34,3,66
100,6.0,2015.0,Duke,"{'minutes': 12, 'seconds': 22}",Duke,ACC,27,3,10,1,40075694913,13,400756949,Army,400756949103877701,Army,FBS Independents,0,3,3,6,Drue Harris run for 4 yds to the Army 41,Rush,-0.1644248613169578,False,37,4,63
101,6.0,2015.0,Duke,"{'minutes': 11, 'seconds': 50}",Duke,ACC,27,3,6,2,40075694913,13,400756949,Army,400756949103884901,Army,FBS Independents,0,3,3,7,John Trainor run for 16 yds to the Duke 43 for a 1ST down,Rush,1.8625655669638538,False,41,16,59
102,6.0,2015.0,Duke,"{'minutes': 11, 'seconds': 28}",Duke,ACC,27,3,10,1,40075694913,13,400756949,Army,400756949103887101,Army,FBS Independents,0,3,3,8,Aaron Kemper run for 2 yds to the Duke 41,Rush,-0.5109950870570472,False,57,2,43
103,6.0,2015.0,Duke,"{'minutes': 11, 'seconds': 10}",Duke,ACC,27,3,8,2,40075694913,13,400756949,Army,400756949103888901,Army,FBS Independents,0,3,3,9,Ahmad Bradshaw run for 10 yds to the Duke 31 for a 1ST down,Rush,1.0214190049149534,False,59,10,41
104,6.0,2015.0,Duke,"{'minutes': 10, 'seconds': 42}",Duke,ACC,27,3,10,1,40075694913,13,400756949,Army,400756949103895701,Army,FBS Independents,0,3,3,10,Drue Harris run for 22 yds to the Duke 9 for a 1ST down,Rush,0.417708346426480,False,69,22,31
105,6.0,2015.0,Duke,"{'minutes': 10, 'seconds': 13}",Duke,ACC,27,3,9,1,40075694913,13,400756949,Army,400756949103898601,Army,FBS Independents,0,3,3,11,Ahmad Bradshaw run for 1 yd to the Duke 8,Rush,-0.252533131086597,False,91,1,9
106,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 41}",Duke,ACC,27,3,8,2,40075694913,13,400756949,Army,400756949103905801,Army,FBS Independents,0,3,3,12,Ahmad Bradshaw pass incomplete to Edgar Poe,Pass Incompletion,-0.269315229458190,False,92,0,8
107,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 32}",Duke,ACC,27,3,8,3,40075694913,13,400756949,Army,400756949103906701,Army,FBS Independents,0,3,3,13,Matt Giachinta run for 3 yds to the Duke 5,Rush,-0.106505973619337,False,92,3,8
108,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 0}",Duke,ACC,27,3,5,4,40075694913,13,400756949,Army,400756949103909901,Army,FBS Independents,3,3,3,14,Daniel Grochowski 22 yd FG GOOD,Field Goal Good,-0.947407842189408,True,95,22,5
109,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 0}",Duke,ACC,27,3,5,4,40075694914,14,400756949,Army,400756949103909902,Army,FBS Independents,3,3,3,1,"Daniel Grochowski kickoff for 38 yds , Erich Schneider return for 10 yds to the Duke 37",Kickoff Return (Offense),,False,35,10,65
124,6.0,2015.0,Duke,"{'minutes': 4, 'seconds': 0}",Duke,ACC,30,3,10,1,40075694915,15,400756949,Army,400756949103959901,Army,FBS Independents,3,3,3,2,Ahmad Bradshaw run for a loss of 3 yards to the Army 22,Rush,-0.95628338907714654,False,25,-3,75
125,6.0,2015.0,Duke,"{'minutes': 3, 'seconds': 41}",Duke,ACC,30,3,13,2,40075694915,15,400756949,Army,400756949103965801,Army,FBS Independents,3,3,3,3,Ahmad Bradshaw run for 7 yds to the Army 29,Rush,0.19108987722715299,False,22,7,78
126,6.0,2015.0,Duke,"{'minutes': 2, 'seconds': 57}",Duke,ACC,30,3,6,3,40075694915,15,400756949,Army,400756949103974201,Army,FBS Independents,3,3,3,4,Joe Walker run for 32 yds to the Duke 39 for a 1ST down,Rush,3.70251007663976405,False,29,32,71
127,6.0,2015.0,Duke,"{'minutes': 2, 'seconds': 34}",Duke,ACC,30,3,10,1,40075694915,15,400756949,Army,400756949103976501,Army,FBS Independents,3,3,3,5,Ahmad Bradshaw pass complete to Kelvin White for 37 yds to the Duke 2 for a 1ST down,Pass Reception,1.927203257259453,False,61,37,39
128,6.0,2015.0,Duke,"{'minutes': 2, 'seconds': 20}",Duke,ACC,30,3,2,1,40075694915,15,400756949,Army,400756949103977901,Army,FBS Independents,3,3,3,6,Matt Giachinta run for 1 yd to the Duke 1,Rush,-0.687116939800908,False,98,1,2
129,6.0,2015.0,Duke,"{'minutes': 1, 'seconds': 47}",Duke,ACC,30,3,1,2,40075694915,15,400756949,Army,400756949103985201,Army,FBS Independents,3,3,3,7,Ahmad Bradshaw run for a loss of 1 yard to the Duke 2,Rush,-0.644478046589855,False,99,-1,1
130,6.0,2015.0,Duke,"{'minutes': 1, 'seconds': 4}",Duke,ACC,30,3,0,3,40075694915,15,400756949,Army,400756949103989501,Army,FBS Independents,3,3,3,8,"Ahmad Bradshaw run for a loss of 15 yards to the Duke 17 Ahmad Bradshaw fumbled, recovered by Duke Jeremy Cash",Fumble Recovery (Opponent),,False,98,-15,2
143,6.0,2015.0,Duke,"{'minutes': 12, 'seconds': 17}",Duke,ACC,37,3,10,1,40075694917,17,400756949,Army,400756949104878201,Army,FBS Independents,3,3,4,2,"TEAM run for a loss of 7 yards to the Army 19 TEAM fumbled, recovered by Army Ahmad Bradshaw",Fumble Recovery (Own),-1.20333793083166983,False,26,-7,74
144,6.0,2015.0,Duke,"{'minutes': 11, 'seconds': 22}",Duke,ACC,37,3,17,2,40075694917,17,400756949,Army,400756949104887701,Army,FBS Independents,3,3,4,3,Matt Giachinta run for 3 yds to the Army 22,Rush,-0.05111436105476307,False,19,3,81
145,6.0,2015.0,Duke,"{'minutes': 11, 'seconds': 11}",Duke,ACC,37,3,14,3,40075694917,17,400756949,Army,400756949104888801,Army,FBS Independents,3,3,4,4,Ahmad Bradshaw pass intercepted Corbin McCarthy return for no gain to the Army 30,Pass Interception Return,0.2612286043473988,False,22,0,78
150,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 59}",Duke,ACC,44,3,10,1,40075694919,19,400756949,Army,400756949104904001,Army,FBS Independents,3,3,4,2,Aaron Kemper run for 2 yds to the Army 42,Rush,-0.6799841752385892,False,40,2,60
151,6.0,2015.0,Duke,"{'minutes': 9, 'seconds': 20}",Duke,ACC,44,3,8,2,40075694919,19,400756949,Army,400756949104907901,Army,FBS Independents,3,3,4,3,John Trainor run for a loss of 1 yard to the Army 41,Rush,-1.07425789606693196,False,42,-1,58
152,6.0,2015.0,Duke,"{'minutes': 8, 'seconds': 18}",Duke,ACC,44,3,9,3,40075694919,19,400756949,Army,400756949104918101,Army,FBS Independents,3,3,4,4,Ahmad Bradshaw pass complete to Darnell Woolfolk for 18 yds to the Duke 41 for a 1ST down,Pass Reception,3.27062304955267716,False,41,18,59
153,6.0,2015.0,Duke,"{'minutes': 8, 'seconds': 4}",Duke,ACC,44,3,10,1,40075694919,19,400756949,Army,400756949104919501,Army,FBS Independents,3,3,4,5,"DUKE Penalty, Defensive Pass Interference (15 Yards) to the Duke 26 for a 1ST down",Penalty,,False,59,15,41
154,6.0,2015.0,Duke,"{'minutes': 7, 'seconds': 50}",Duke,ACC,44,3,10,1,40075694919,19,400756949,Army,400756949104924901,Army,FBS Independents,3,3,4,6,Joe Walker run for a loss of 3 yards to the Duke 29,Rush,-0.8480844646870978,False,74,-3,26
155,6.0,2015.0,Duke,"{'minutes': 6, 'seconds': 35}",Duke,ACC,44,3,13,2,40075694919,19,400756949,Army,400756949104936401,Army,FBS Independents,3,3,4,7,"Ahmad Bradshaw run for a loss of 12 yards to the Duke 45 Ahmad Bradshaw fumbled, recovered by Army Drue Harris  Drue Harris run for a loss of 4 yards to the Duke 45",Fumble Recovery (Own),-1.6427037956773809,False,71,-4,29
156,6.0,2015.0,Duke,"{'minutes': 6, 'seconds': 27}",Duke,ACC,44,3,29,3,40075694919,19,400756949,Army,400756949104937201,Army,FBS Independents,3,3,4,8,Ahmad Bradshaw pass incomplete,Pass Incompletion,-0.238318125552116724,False,55,0,45
157,6.0,2015.0,Duke,"{'minutes': 6, 'seconds': 17}",Duke,ACC,44,3,29,4,40075694919,19,400756949,Army,400756949104938201,Army,FBS Independents,3,3,4,9,"Alex Tardieu punt for 33 yds, downed at the Duke 12",Punt,,False,55,0,45
0,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,0,3,10,1,4007604951,1,400760495,Army,400760495101849902,Army,FBS Independents,0,3,1,1,"Daniel Grochowski kickoff for 63 yds , Nick O'Brien return for 23 yds to the Buckn 25",Kickoff,,False,35,23,65
5,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,10,1,4007604952,2,400760495,Army,400760495101874701,Army,FBS Independents,0,3,1,1,Ahmad Bradshaw pass complete to Edgar Poe for 7 yds to the Army 15,Pass Reception,0.3585609771423703,False,8,7,92
6,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,3,2,4007604952,2,400760495,Army,400760495101874702,Army,FBS Independents,0,3,1,2,Ahmad Bradshaw run for 6 yds to the Army 21 for a 1ST down,Rush,0.1596095072314805,False,15,6,85
7,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,10,1,4007604952,2,400760495,Army,400760495101874703,Army,FBS Independents,0,3,1,3,Ahmad Bradshaw run for 5 yds to the Army 26,Rush,0.0872959704547682,False,21,5,79
8,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,5,2,4007604952,2,400760495,Army,400760495101874704,Army,FBS Independents,0,3,1,4,Matt Giachinta run for 5 yds to the Army 31 for a 1ST down,Rush,,False,26,5,74
9,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,10,1,4007604952,2,400760495,Army,400760495101874705,Army,FBS Independents,0,3,1,5,Ahmad Bradshaw run for 3 yds to the Army 34,Rush,-0.3676416755636450,False,31,3,69
10,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,7,2,4007604952,2,400760495,Army,400760495101874706,Army,FBS Independents,0,3,1,6,Ahmad Bradshaw run for 3 yds to the Army 37,Rush,-0.3113362197353790,False,34,3,66
11,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,4,3,4007604952,2,400760495,Army,400760495101874707,Army,FBS Independents,0,3,1,7,Ahmad Bradshaw pass complete to DeAndre Bell for 7 yds to the Army 44 for a 1ST down,Pass Reception,1.9160861190347677,False,37,7,63
12,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,10,1,4007604952,2,400760495,Army,400760495101874708,Army,FBS Independents,0,3,1,8,Ahmad Bradshaw run for 6 yds to the 50 yard line,Rush,0.3867807823815586,False,44,6,56
13,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,4,2,4007604952,2,400760495,Army,400760495101874709,Army,FBS Independents,0,3,1,9,Ahmad Bradshaw run for 1 yd to the Buckn 49,Rush,-0.9820265226759464,False,50,1,50
14,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,3,3,4007604952,2,400760495,Army,400760495101874710,Army,FBS Independents,0,3,1,10,Ahmad Bradshaw run for 4 yds to the Buckn 45 for a 1ST down,Rush,1.4889144366066258,False,51,4,49
15,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,10,1,4007604952,2,400760495,Army,400760495101874711,Army,FBS Independents,0,3,1,11,"ARMY Penalty, false start (Victor Nieves III) to the 50 yard line",Penalty,,False,55,-5,45
16,7.0,2015.0,Bucknell,"{'minutes': 12, 'seconds': 52}",Bucknell,,0,3,15,1,4007604952,2,400760495,Army,400760495101874712,Army,FBS Independents,0,3,1,12,A.J. Schurr pass intercepted Connor Golden return for no gain to the Buckn 24,Pass Interception Return,-2.4584423606564236,False,50,0,50
21,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 37}",Bucknell,,0,3,10,1,4007604954,4,400760495,Army,400760495101946201,Army,FBS Independents,0,3,1,1,Matt Giachinta run for 3 yds to the Army 32,Rush,-0.3446420231971743,False,29,3,71
22,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 37}",Bucknell,,0,3,7,2,4007604954,4,400760495,Army,400760495101946202,Army,FBS Independents,0,3,1,2,A.J. Schurr run for a loss of 2 yards to the Army 30,Rush,-0.852576925818782527,False,32,-2,68
23,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 37}",Bucknell,,0,3,9,3,4007604954,4,400760495,Army,400760495101946203,Army,FBS Independents,0,3,1,3,A.J. Schurr pass incomplete to Kelvin White,Pass Incompletion,-0.242851885263387853,False,30,0,70
24,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 37}",Bucknell,,0,3,9,4,4007604954,4,400760495,Army,400760495101946204,Army,FBS Independents,0,3,1,4,"Alex Tardieu punt for 45 yds , Nick O'Brien returns for 4 yds to the Buckn 29",Punt,,False,30,4,70
41,7.0,2015.0,Bucknell,"{'minutes': 13, 'seconds': 58}",Bucknell,,0,3,10,1,4007604956,6,400760495,Army,400760495102864102,Army,FBS Independents,0,3,2,1,John Trainor run for 22 yds to the 50 yard line for a 1ST down,Rush,2.0142207801446793,False,28,22,72
42,7.0,2015.0,Bucknell,"{'minutes': 13, 'seconds': 58}",Bucknell,,0,3,10,1,4007604956,6,400760495,Army,400760495102864103,Army,FBS Independents,0,3,2,2,Joe Walker run for a loss of 1 yard to the Army 49,Rush,-1.3492622133523627,False,50,-1,50
43,7.0,2015.0,Bucknell,"{'minutes': 13, 'seconds': 58}",Bucknell,,0,3,11,2,4007604956,6,400760495,Army,400760495102864104,Army,FBS Independents,0,3,2,3,A.J. Schurr run for 2 yds to the Buckn 49,Rush,-0.5944834956477473,False,49,2,51
44,7.0,2015.0,Bucknell,"{'minutes': 13, 'seconds': 58}",Bucknell,,0,3,9,3,4007604956,6,400760495,Army,400760495102864105,Army,FBS Independents,0,3,2,4,Joe Walker run for 7 yds to the Buckn 42,Rush,0.4983519546115734,False,51,7,49
45,7.0,2015.0,Bucknell,"{'minutes': 11, 'seconds': 24}",Bucknell,,0,2,2,4,4007604956,6,400760495,Army,400760495102887501,Army,FBS Independents,0,3,2,5,"Timeout BUCKNELL, clock 11:24",Timeout,,False,58,0,42
46,7.0,2015.0,Bucknell,"{'minutes': 11, 'seconds': 24}",Bucknell,,0,2,2,4,4007604956,6,400760495,Army,400760495102887502,Army,FBS Independents,0,3,2,6,"Alex Tardieu punt for 31 yds, punt out-of-bounds at the Buckn 15 , Nick O'Brien returns for 4 yds to the Buckn 15",Punt,,False,58,4,42
59,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 30}",Bucknell,,0,2,10,1,40076049510,9,400760495,Army,400760495102926901,Army,FBS Independents,0,3,2,1,A.J. Schurr run for 1 yd to the Army 15,Rush,-0.353252581582033529,False,14,1,86
60,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 30}",Bucknell,,0,2,9,2,40076049510,9,400760495,Army,400760495102926902,Army,FBS Independents,0,3,2,2,A.J. Schurr run for no gain to the Army 15,Rush,-0.225005185130116911,False,15,0,85
61,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 30}",Bucknell,,0,2,9,3,40076049510,9,400760495,Army,400760495102926903,Army,FBS Independents,0,3,2,3,A.J. Schurr pass intercepted Connor Golden return for no gain to the Army 44,Pass Interception Return,0.23832458304104964,False,15,0,85
65,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,10,1,40076049512,11,400760495,Army,400760495102947104,Army,FBS Independents,0,3,2,2,"ARMY Penalty, false start (Victor Nieves III) to the Army 30",Penalty,,False,35,-5,65
66,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,15,1,40076049512,11,400760495,Army,400760495102947105,Army,FBS Independents,0,3,2,3,Matt Giachinta run for 4 yds to the Army 34,Rush,-0.1075564310891748,False,30,4,70
67,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,11,2,40076049512,11,400760495,Army,400760495102947106,Army,FBS Independents,0,3,2,4,A.J. Schurr run for 9 yds to the Army 43,Rush,0.8618429163652568,False,34,9,66
68,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,2,3,40076049512,11,400760495,Army,400760495102947107,Army,FBS Independents,0,3,2,5,A.J. Schurr run for 16 yds to the Buckn 41 for a 1ST down,Rush,2.3157559495669649,False,43,16,57
69,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,10,1,40076049512,11,400760495,Army,400760495102947108,Army,FBS Independents,0,3,2,6,A.J. Schurr pass incomplete to Edgar Poe,Pass Incompletion,-0.8772679222659559,False,59,0,41
70,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,10,2,40076049512,11,400760495,Army,400760495102947109,Army,FBS Independents,0,3,2,7,Jordan Asberry run for 2 yds to the Buckn 39,Rush,-0.5919546022022004,False,59,2,41
71,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,8,3,40076049512,11,400760495,Army,400760495102947110,Army,FBS Independents,0,3,2,8,A.J. Schurr run for 11 yds to the Buckn 28 for a 1ST down,Rush,1.9457276762262447,False,61,11,39
72,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,10,1,40076049512,11,400760495,Army,400760495102947111,Army,FBS Independents,0,3,2,9,Drue Harris run for 2 yds to the Buckn 26,Rush,-0.2736731894519623,False,72,2,28
73,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,8,2,40076049512,11,400760495,Army,400760495102947112,Army,FBS Independents,0,3,2,10,A.J. Schurr run for a loss of 2 yards to the Buckn 28,Rush,-0.9390537185683350,False,74,-2,26
74,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 28}",Bucknell,,6,2,10,3,40076049512,11,400760495,Army,400760495102947113,Army,FBS Independents,0,3,2,11,A.J. Schurr pass complete to Edgar Poe for 25 yds to the Buckn 3 for a 1ST down,Pass Reception,2.5122896494273913,False,72,25,28
75,7.0,2015.0,Bucknell,"{'minutes': 1, 'seconds': 52}",Bucknell,,6,2,3,1,40076049512,11,400760495,Army,400760495102984701,Army,FBS Independents,7,3,2,12,"A.J. Schurr run for 3 yds for a TD, (Daniel Grochowski KICK)",Rushing Touchdown,1.464451732731337,True,97,3,3
76,7.0,2015.0,Bucknell,"{'minutes': 1, 'seconds': 52}",Bucknell,,6,2,0,1,40076049513,12,400760495,Army,400760495102984703,Army,FBS Independents,7,3,2,1,"Daniel Grochowski kickoff for 63 yds , Nick O'Brien return for 25 yds to the Buckn 27",Kickoff,,False,35,25,65
91,7.0,2015.0,Bucknell,"{'seconds': 20, 'minutes': 0}",Bucknell,,14,0,10,1,40076049514,13,400760495,Army,400760495102997901,Army,FBS Independents,7,2,2,2,Drue Harris run for 6 yds to the Army 36,Rush,0.3731544450397237,False,30,6,70
92,7.0,2015.0,Bucknell,"{'minutes': 0, 'seconds': 0}",Bucknell,,14,0,10,0,40076049514,13,400760495,Army,400760495102997902,Army,FBS Independents,7,2,2,3,End of 2nd Quarter,End of Half,,False,0,0,100
94,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,10,1,40076049515,14,400760495,Army,400760495103849902,Army,FBS Independents,7,3,3,2,A.J. Schurr run for 5 yds to the Army 30,Rush,0.0945451165334843,False,25,5,75
95,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,5,2,40076049515,14,400760495,Army,400760495103849903,Army,FBS Independents,7,3,3,3,Drue Harris run for 4 yds to the Army 34,Rush,-0.1175789784824320,False,30,4,70
96,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,1,3,40076049515,14,400760495,Army,400760495103849904,Army,FBS Independents,7,3,3,4,Drue Harris run for 3 yds to the Army 37 for a 1ST down,Rush,1.0502781880925190,False,34,3,66
97,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,10,1,40076049515,14,400760495,Army,400760495103849905,Army,FBS Independents,7,3,3,5,A.J. Schurr run for no gain to the Army 37,Rush,-1.0657010802154590,False,37,0,63
98,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,10,2,40076049515,14,400760495,Army,400760495103849906,Army,FBS Independents,7,3,3,6,A.J. Schurr run for no gain to the Army 37,Rush,-0.66221376789578022,False,37,0,63
99,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,10,3,40076049515,14,400760495,Army,400760495103849907,Army,FBS Independents,7,3,3,7,A.J. Schurr run for 8 yds to the Army 45,Rush,0.42927427418918192,False,37,8,63
100,7.0,2015.0,Bucknell,"{'minutes': 15, 'seconds': 0}",Bucknell,,14,3,2,4,40076049515,14,400760495,Army,400760495103849908,Army,FBS Independents,7,3,3,8,"Alex Tardieu punt for 39 yds, downed at the Buckn 16",Punt,,False,45,0,55
111,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,10,1,40076049517,16,400760495,Army,400760495103928001,Army,FBS Independents,7,3,3,1,Matt Giachinta run for no gain to the Army 28,Rush,-0.79820084755085575,False,28,0,72
112,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,10,2,40076049517,16,400760495,Army,400760495103928002,Army,FBS Independents,7,3,3,2,A.J. Schurr pass complete to Jordan Asberry for 7 yds to the Army 35,Pass Reception,0.35656078520897165,False,28,7,72
113,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,3,3,40076049517,16,400760495,Army,400760495103928003,Army,FBS Independents,7,3,3,3,A.J. Schurr run for 2 yds to the Army 37,Rush,-0.3861663890110041,False,35,2,65
114,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,1,4,40076049517,16,400760495,Army,400760495103928004,Army,FBS Independents,7,3,3,4,A.J. Schurr run for 2 yds to the Army 39 for a 1ST down,Rush,1.8284231271540745,False,37,2,63
115,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,10,1,40076049517,16,400760495,Army,400760495103928005,Army,FBS Independents,7,3,3,5,Drue Harris run for 4 yds to the Army 43,Rush,-0.1670469651624733,False,39,4,61
116,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,6,2,40076049517,16,400760495,Army,400760495103928006,Army,FBS Independents,7,3,3,6,Jordan Asberry run for 19 yds to the Buckn 38 for a 1ST down,Rush,1.9274703530421513,False,43,19,57
117,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,10,1,40076049517,16,400760495,Army,400760495103928007,Army,FBS Independents,7,3,3,7,Drue Harris run for 1 yd to the Buckn 37,Rush,-0.596824390353605,False,62,1,38
118,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,9,2,40076049517,16,400760495,Army,400760495103928008,Army,FBS Independents,7,3,3,8,"Jordan Asberry run for 4 yds to the Buckn 33 for a 1ST down BUCKNELL Penalty, personal foul (Bret Berg) to the Buckn 18 for a 1ST down",Rush,1.099624329868202,False,63,19,37
